d__Eukaryota;;;;;;
d__Eukaryota;;;;;;
d__Eukaryota;;;;;;
d__Eukaryota;;;;;;
d__Eukaryota;;;;;;
d__Eukaryota;;;;;;
d__Eukaryota;;;;;;
d__Eukaryota;;;;;;
d__Eukaryota;;;;;;
d__Eukaryota;;;;;;
d__Eukaryota;;;;;;
d__Eukaryota;;;;;;
d__Eukaryota;;;;;;
d__Eukaryota;;;;;;
d__Eukaryota;;;;;;
d__Eukaryota;;;;;;
d__Eukaryota;;;;;;
d__Eukaryota;;;;;;
d__Eukaryota;;;;;;
d__Eukaryota;;;;;;
d__Eukaryota;;;;;;
d__Eukaryota;;;;;;
d__Eukaryota;;;;;;
d__Eukaryota;;;;;;
d__Eukaryota;;;;;;
d__Eukaryota;;;;;;
d__Eukaryota;;;;;;
d__Eukaryota;;;;;;
d__Eukaryota;;;;;;
d__Eukaryota;;;;;;
d__Eukaryota;;;;;;
d__Eukaryota;;;;;;
d__Eukaryota;;;;;;
d__Eukaryota;;;;;;
d__Eukaryota;;;;;;
d__Eukaryota;;;;;;
d__Eukaryota;;;;;;
d__Eukaryota;;;;;;
'''d__Eukaryota'; p__Amoebozoa; c__Tubulinea;' o__Arcellinida''';;;
'''d__Eukaryota'; p__Amoebozoa; c__Tubulinea; o__Echinamoebida; f__Echinamoebida; g__Vermamoeba;' s__Hartmannella_sp.'''
'''d__Eukaryota'; p__Aphelidea; c__Aphelidea; o__Aphelidea; f__Aphelidea; g__uncultured;' s__uncultured_fungus'''
'''d__Eukaryota'; p__Apicomplexa; c__Conoidasida; o__Gregarinasina;' f__Eugregarinorida''';;
'''d__Eukaryota'; p__Apicomplexa; c__Conoidasida; o__Gregarinasina;' f__Eugregarinorida''';;
'''d__Eukaryota'; p__Apicomplexa; c__Conoidasida; o__Gregarinasina; f__Eugregarinorida; g__Eugregarinorida;' s__Apicomplexa_sp.'''
'''d__Eukaryota'; p__Apicomplexa; c__Conoidasida; o__Gregarinasina; f__Eugregarinorida; g__Gregarina;' s__Heterocapsaceae_environmental'''
'''d__Eukaryota'; p__Apicomplexa; c__Conoidasida; o__Gregarinasina; f__Eugregarinorida; g__Gregarina;' s__Heterocapsaceae_environmental'''
'''d__Eukaryota'; p__Apicomplexa; c__Novel_Apicomplexa_Class_2; o__Novel_Apicomplexa_Class_2; f__Novel_Apicomplexa_Class_2; g__Novel_Apicomplexa_Class_2;' s__Polyplicarium_citrusae'''
'''d__Eukaryota'; p__Apusomonadidae; c__Apusomonadidae; o__Apusomonadidae; f__Apusomonadidae; g__Apusomonas;' s__Apusomonas_proboscidea'''
'''d__Eukaryota';' p__Arthropoda''';;;;;
'''d__Eukaryota';' p__Arthropoda''';;;;;
'''d__Eukaryota';' p__Arthropoda''';;;;;
'''d__Eukaryota';' p__Arthropoda''';;;;;
'''d__Eukaryota';' p__Arthropoda''';;;;;
'''d__Eukaryota';' p__Arthropoda''';;;;;
